sample_date,state,location_type,water_source,season,ph,turbidity_ntu,tds_mg_l,dissolved_oxygen_mg_l,bod_mg_l,fecal_coliform_mpn,total_coliform_mpn,nitrate_mg_l,fluoride_mg_l,chloride_mg_l,hardness_mg_l,temperature_c,arsenic_ug_l,iron_mg_l,population_served,sanitation_access_percent,cholera_outbreak,typhoid_outbreak,dysentery_outbreak,hepatitis_a_outbreak,overall_outbreak
2023-09-04,Nagaland,Rural,Rainwater,Monsoon,6.54,19.76,102.6,5.02,3.78,33.8,55.2,37.48,3.193,99.2,73.9,22.0,57.28,0.661,500,100,0,0,0,0,0
2024-10-15,Meghalaya,Rural,River,Winter,6.67,31.16,312.3,6.18,5.18,18.2,46.7,43.51,0.155,16.5,115.5,20.3,1.41,0.121,50,60,0,0,0,0,0
2023-03-03,Sikkim,Rural,River,Winter,7.56,10.04,155.6,4.96,1.7,1.4,4.2,9.26,0.294,84.4,112.9,13.6,7.67,0.038,50,40,0,0,0,0,0
2023-08-26,Manipur,Rural,River,Monsoon,7.16,32.12,267.9,4.84,4.4,3.1,7.8,16.55,0.848,93.3,138.6,26.2,3.01,0.517,50,60,0,0,0,0,0
2023-12-10,Nagaland,Rural,Pond,Monsoon,6.66,19.37,377.8,4.66,3.47,182.3,379.9,27.03,0.298,1.0,79.6,23.0,14.45,0.432,100,40,1,1,1,1,1
2023-04-07,Meghalaya,Rural,Hand Pump,Monsoon,6.07,1.4,72.6,5.19,0.5,52.3,110.6,20.01,0.35,36.9,54.7,27.7,11.41,0.141,1000,60,0,0,0,0,0
2024-04-16,Nagaland,Rural,Rainwater,Winter,7.11,11.36,436.3,4.31,3.6,1.5,4.4,14.56,0.179,2.4,52.4,17.0,10.24,1.211,100,100,0,0,0,0,0
2023-08-12,Meghalaya,Rural,River,Monsoon,6.19,18.57,399.4,9.38,2.28,175.8,290.7,21.35,0.129,1.0,123.6,25.3,18.65,0.079,50,60,1,0,0,1,1
2024-12-19,Assam,Rural,Hand Pump,Pre-Monsoon,7.05,11.01,550.8,7.66,9.67,65.0,107.6,6.78,0.301,44.5,23.8,31.3,12.08,2.032,100,60,0,0,0,0,0
2023-02-20,Meghalaya,Rural,Spring,Monsoon,4.53,2.89,356.7,8.01,2.31,56.5,91.2,69.77,0.867,21.9,24.3,26.4,37.73,0.328,500,60,0,0,0,0,0
2024-03-18,Arunachal Pradesh,Rural,Hand Pump,Winter,6.6,0.24,409.1,5.48,1.9,67.6,190.9,25.07,0.451,65.0,52.9,15.0,2.47,1.304,50,100,0,0,0,0,0
2023-01-16,Nagaland,Rural,Spring,Post-Monsoon,5.72,12.09,612.4,3.55,0.5,8.5,21.1,43.72,0.22,1.0,149.7,29.7,4.98,0.149,100,60,0,0,0,0,0
2024-06-20,Assam,Rural,Hand Pump,Winter,6.59,1.31,661.7,6.2,5.82,71.9,139.9,10.76,0.065,1.0,91.3,17.0,8.61,0.041,50,100,0,0,0,0,0
2023-02-07,Arunachal Pradesh,Rural,Pond,Pre-Monsoon,4.59,12.06,250.8,3.57,6.44,137.5,356.5,9.75,1.387,82.8,126.4,26.7,11.21,0.79,50,60,1,1,0,1,1
2023-07-18,Assam,Rural,Spring,Monsoon,5.06,23.74,404.0,7.64,2.03,38.0,98.7,23.31,1.21,57.8,50.2,20.7,4.33,0.651,200,80,0,0,0,0,0
2023-11-02,Assam,Rural,Pond,Pre-Monsoon,7.63,14.74,386.0,6.48,2.87,276.1,669.9,10.66,0.728,104.1,141.0,27.6,11.86,2.496,50,60,1,1,1,1,1
2023-09-03,Assam,Urban,Well,Monsoon,6.73,53.63,179.1,6.17,1.37,43.8,131.4,8.41,0.154,70.2,87.3,27.2,2.03,1.156,100,80,0,0,0,0,0
2023-07-02,Nagaland,Rural,Well,Monsoon,5.74,43.74,126.5,8.17,0.5,48.6,128.9,10.68,0.504,67.5,135.4,25.4,20.31,0.366,100,80,0,0,0,0,0
2023-01-18,Tripura,Rural,Hand Pump,Winter,5.59,5.19,526.9,8.55,3.41,29.9,82.8,14.9,0.824,52.1,69.2,16.1,8.34,3.088,1000,40,0,0,0,0,0
2023-05-22,Tripura,Rural,Spring,Winter,5.24,9.16,438.2,7.48,3.76,36.9,81.3,14.49,2.2,54.1,90.4,17.8,1.21,1.344,200,40,0,0,0,0,0
2023-01-25,Manipur,Rural,River,Pre-Monsoon,5.69,12.33,287.7,6.68,3.85,22.8,47.3,15.83,0.01,27.9,124.4,28.7,1.4,0.323,200,80,0,0,0,0,0
2023-05-22,Meghalaya,Urban,Well,Monsoon,6.48,23.46,418.5,5.4,1.02,637.5,1029.5,4.32,0.186,117.6,77.0,25.8,0.58,0.555,50,40,1,1,1,1,1
2024-07-24,Mizoram,Rural,River,Pre-Monsoon,6.29,17.28,272.0,7.55,4.51,94.0,165.1,100.0,0.749,41.3,51.2,25.4,6.93,3.016,500,40,0,1,1,1,1
2023-05-13,Assam,Rural,River,Post-Monsoon,7.67,0.64,332.5,6.75,5.65,3.1,8.4,10.69,0.726,24.0,161.0,26.0,3.54,1.937,2000,20,0,0,0,0,0
2023-11-18,Mizoram,Rural,Spring,Monsoon,6.56,26.64,240.3,8.02,0.83,6.7,14.9,8.97,0.015,31.7,46.9,24.4,9.91,0.177,200,60,0,0,0,0,0
2024-01-23,Nagaland,Rural,Hand Pump,Winter,6.7,2.74,609.0,8.22,0.5,151.1,253.9,31.04,0.345,100.0,15.0,16.5,0.89,0.209,100,60,1,0,0,0,1
2024-04-06,Manipur,Rural,Hand Pump,Monsoon,6.22,16.24,523.3,7.48,5.79,9.9,25.5,15.04,0.289,39.4,149.2,25.8,5.86,0.311,1000,60,0,0,0,0,0
2024-03-26,Tripura,Rural,Hand Pump,Pre-Monsoon,6.61,7.18,524.4,2.8,1.28,116.2,271.0,23.76,0.134,24.3,124.2,24.5,3.38,0.117,50,60,1,0,0,0,1
2023-09-08,Nagaland,Rural,Hand Pump,Pre-Monsoon,5.63,0.18,543.1,6.59,0.5,57.1,118.5,40.07,0.451,22.6,19.3,23.8,2.47,0.424,200,60,0,0,0,0,0
2023-04-09,Assam,Rural,Well,Monsoon,6.13,26.75,310.0,7.27,8.12,202.6,337.0,14.31,0.637,30.6,95.2,27.2,7.96,1.216,100,40,1,1,1,1,1
2024-09-25,Arunachal Pradesh,Rural,Well,Pre-Monsoon,4.91,0.17,265.0,3.12,1.25,72.6,120.0,7.8,0.711,1.0,75.8,27.2,3.25,0.268,100,20,0,1,0,0,1
2023-10-16,Assam,Rural,Well,Winter,6.58,1.74,573.6,7.72,0.5,42.7,82.7,19.01,0.311,1.0,58.7,22.1,3.09,3.271,500,40,0,0,0,0,0
2023-08-02,Assam,Rural,Spring,Monsoon,6.18,5.37,412.6,11.5,8.07,207.0,372.8,12.99,0.677,13.5,140.2,26.8,4.22,0.656,100,60,0,1,0,0,1
2023-10-08,Nagaland,Rural,River,Winter,6.99,26.46,455.3,6.59,0.5,26.2,55.8,18.46,0.15,6.6,63.8,19.2,1.04,1.043,200,40,0,0,0,0,0
2023-11-13,Manipur,Rural,Hand Pump,Monsoon,6.89,9.73,207.7,4.46,1.18,333.9,646.3,15.42,1.257,15.5,64.8,24.2,21.46,0.075,1000,40,1,1,1,1,1
2023-04-02,Assam,Rural,River,Pre-Monsoon,4.81,13.21,248.2,9.04,1.02,67.1,102.1,13.94,0.229,33.2,43.1,24.3,6.69,0.669,2000,60,0,0,0,1,1
2024-08-17,Arunachal Pradesh,Rural,Well,Monsoon,6.84,8.71,596.2,5.82,0.5,36.7,107.3,27.32,0.299,52.3,175.4,20.9,19.81,0.01,1000,80,0,0,0,0,0
2024-09-06,Sikkim,Rural,Hand Pump,Winter,6.39,8.39,536.8,4.63,0.87,37.5,67.2,25.0,0.391,1.0,97.3,27.9,2.52,1.006,100,20,0,0,0,0,0
2024-09-09,Nagaland,Rural,Well,Monsoon,6.07,6.63,475.0,4.91,4.14,9.0,24.4,12.05,0.58,1.1,79.1,24.8,15.01,0.662,50,60,0,0,0,0,0
2023-05-14,Tripura,Rural,Stream,Monsoon,6.35,35.84,168.4,6.4,7.22,51.8,150.2,17.91,0.128,68.7,29.0,22.9,16.23,1.11,50,20,1,1,0,1,1
2023-08-13,Manipur,Rural,Hand Pump,Post-Monsoon,6.6,7.22,333.3,6.97,2.37,50.4,113.4,11.88,1.308,22.4,10.0,27.2,24.72,0.542,500,60,0,0,0,0,0
2023-10-26,Meghalaya,Rural,Spring,Post-Monsoon,6.32,11.61,204.9,6.84,0.5,13.8,38.4,21.89,0.142,3.0,97.6,22.9,4.47,0.205,100,100,0,0,0,0,0
2023-03-08,Tripura,Urban,Stream,Monsoon,7.67,0.84,411.9,3.83,16.94,166.8,252.4,24.19,0.558,1.0,84.1,24.8,27.92,1.94,50,60,1,0,0,0,1
2024-09-01,Arunachal Pradesh,Rural,Well,Winter,6.07,22.65,433.5,8.04,0.62,23.7,52.6,7.76,0.219,25.4,93.6,15.6,17.54,0.407,50,60,0,0,0,0,0
2024-06-28,Sikkim,Rural,Spring,Winter,6.65,7.03,173.7,8.55,0.5,60.3,105.4,15.93,0.109,22.9,103.2,15.6,9.69,1.773,1000,60,0,0,0,0,0
2024-03-18,Arunachal Pradesh,Rural,River,Monsoon,5.79,5.69,380.4,7.45,3.48,237.5,685.1,29.21,0.126,88.5,53.4,30.8,4.89,2.284,1000,80,1,1,1,1,1
2023-05-11,Assam,Rural,Stream,Post-Monsoon,7.77,7.26,210.7,9.2,3.92,18.3,43.6,9.41,0.55,9.7,61.2,26.6,1.7,0.09,200,40,0,0,0,0,0
2024-10-17,Assam,Urban,River,Pre-Monsoon,5.73,2.59,721.3,6.4,0.5,63.0,122.2,4.03,0.029,56.7,154.7,30.3,11.7,0.709,50,60,0,0,0,1,1
2023-08-19,Assam,Rural,Stream,Pre-Monsoon,6.99,3.02,353.8,8.01,1.83,10.2,25.4,5.06,0.247,40.3,148.4,30.0,18.1,1.344,50,80,0,0,0,0,0
2024-07-16,Meghalaya,Rural,River,Post-Monsoon,8.36,1.35,269.1,5.77,3.58,39.3,90.1,8.48,0.3,44.3,59.8,23.7,6.92,0.948,100,40,0,0,0,0,0
2024-03-22,Meghalaya,Rural,Stream,Pre-Monsoon,5.44,12.93,299.3,8.73,1.93,50.1,124.2,38.03,0.21,1.0,66.2,27.8,13.21,0.124,200,60,0,0,0,0,0
2023-05-16,Meghalaya,Rural,Hand Pump,Monsoon,5.64,3.82,507.0,7.58,2.17,120.1,287.7,49.48,0.572,38.5,30.5,25.5,18.7,0.399,2000,80,1,1,0,0,1
2024-05-09,Nagaland,Rural,Rainwater,Pre-Monsoon,6.2,5.58,286.2,7.63,4.73,20.1,35.0,56.52,0.322,27.3,75.6,33.0,5.23,0.543,200,40,0,0,0,0,0
2024-05-25,Manipur,Rural,River,Monsoon,6.76,52.72,452.5,4.87,4.02,5.4,13.7,10.87,0.04,7.0,41.6,26.8,10.63,0.833,100,20,0,0,1,1,1
2024-06-16,Manipur,Rural,Stream,Pre-Monsoon,7.0,14.67,382.2,9.8,2.75,15.3,32.4,12.5,1.259,35.0,195.6,27.8,1.67,0.623,100,100,0,0,0,0,0
2024-12-01,Mizoram,Rural,River,Monsoon,6.73,32.61,498.1,3.82,0.8,67.1,134.9,24.79,0.067,1.0,141.7,26.3,7.08,0.326,50,80,0,1,0,1,1
2023-10-05,Assam,Rural,River,Monsoon,6.87,15.04,521.6,2.32,0.51,96.9,226.6,33.14,0.116,90.0,89.5,27.2,6.67,0.433,500,60,1,1,1,0,1
2024-10-17,Assam,Rural,Stream,Monsoon,6.02,9.59,514.7,8.67,3.04,2.6,4.5,18.69,0.472,90.6,97.2,25.5,17.4,0.17,1000,40,0,0,0,0,0
2023-06-29,Mizoram,Urban,Spring,Post-Monsoon,6.35,0.72,260.5,8.22,1.67,0.7,2.0,2.58,0.028,89.8,196.1,27.8,11.81,1.491,50,20,0,0,0,0,0
2024-11-02,Tripura,Urban,Stream,Pre-Monsoon,6.41,5.62,275.0,4.79,0.82,5.4,8.3,4.85,1.148,1.0,171.1,31.3,0.46,0.696,200,20,0,0,0,0,0
2024-06-28,Nagaland,Rural,River,Winter,6.13,18.91,586.5,4.23,0.5,22.3,52.5,7.79,0.562,1.0,79.6,17.6,4.96,1.599,500,80,0,0,0,0,0
2023-12-07,Assam,Rural,Spring,Winter,6.73,0.14,441.5,6.39,0.5,84.9,174.5,33.64,0.71,43.3,26.7,15.9,1.58,1.351,50,60,0,0,0,0,0
2023-05-19,Assam,Rural,Stream,Monsoon,6.29,5.52,516.7,5.54,1.42,222.9,533.8,9.17,0.337,98.3,187.7,21.6,3.93,0.034,1000,20,1,1,1,1,1
2024-10-16,Nagaland,Rural,Stream,Winter,8.19,2.21,620.8,7.2,0.5,43.6,95.1,23.69,0.383,78.6,110.2,20.1,0.99,0.01,50,40,0,0,0,0,0
2023-05-01,Arunachal Pradesh,Rural,Pond,Monsoon,6.09,19.51,270.3,4.1,1.45,476.5,896.3,12.54,0.508,73.3,66.7,24.4,8.87,0.854,200,60,1,1,1,1,1
2024-04-30,Arunachal Pradesh,Rural,Spring,Monsoon,6.29,6.73,481.9,8.57,0.89,159.6,454.5,5.24,0.826,1.0,112.4,25.5,11.2,0.208,1000,40,1,1,1,1,1
2024-09-16,Tripura,Rural,Stream,Pre-Monsoon,5.69,3.89,610.2,6.51,6.42,0.9,2.4,7.29,0.226,12.0,67.5,29.6,17.36,1.744,100,20,0,0,0,0,0
2023-05-15,Tripura,Rural,Stream,Monsoon,5.83,5.15,404.9,7.5,6.74,267.8,436.8,5.46,0.245,11.4,57.4,25.6,28.5,1.285,500,60,1,0,1,1,1
2023-01-24,Mizoram,Rural,Stream,Pre-Monsoon,8.13,1.59,660.0,10.14,1.33,5.9,11.9,16.28,0.093,99.5,97.3,25.3,4.35,0.561,200,60,0,0,0,0,0
2023-07-26,Tripura,Rural,Well,Pre-Monsoon,7.19,1.77,467.5,0.5,0.5,2.4,5.1,28.91,0.513,12.2,119.1,21.9,2.71,0.247,500,60,0,0,0,0,0
2024-12-08,Tripura,Rural,Rainwater,Monsoon,6.87,5.71,128.9,4.77,0.5,40.5,67.6,25.29,0.876,35.8,179.8,20.7,1.08,1.668,100,60,0,0,0,0,0
2023-04-27,Arunachal Pradesh,Rural,Stream,Pre-Monsoon,6.29,4.62,378.1,5.42,1.69,103.8,201.2,13.55,1.101,112.4,180.9,27.1,5.61,0.473,200,80,0,0,0,0,0
2024-03-10,Mizoram,Rural,River,Pre-Monsoon,7.28,10.33,237.2,6.57,0.5,95.7,272.7,11.63,0.312,65.5,94.3,27.8,16.99,1.146,50,80,0,0,0,0,0
2024-02-07,Arunachal Pradesh,Rural,Pond,Pre-Monsoon,6.45,10.81,282.2,2.2,1.5,341.3,1023.5,21.89,0.17,117.0,169.2,24.9,1.74,0.511,50,40,1,1,1,1,1
2024-01-21,Assam,Rural,River,Winter,6.94,2.67,361.1,5.89,2.88,25.1,62.1,12.6,0.669,62.8,103.1,21.6,5.39,0.066,200,20,0,0,0,0,0
2024-09-11,Tripura,Rural,Stream,Pre-Monsoon,5.93,16.21,345.1,7.84,6.63,8.4,17.7,48.31,0.057,101.5,10.0,27.2,2.74,0.675,1000,80,0,0,0,0,0
2024-06-17,Mizoram,Urban,River,Monsoon,6.8,12.73,545.8,4.19,0.75,227.6,392.2,1.49,0.317,63.0,93.4,27.2,5.0,0.277,200,40,1,1,1,1,1
2024-09-13,Assam,Rural,Spring,Monsoon,5.83,33.8,145.3,7.37,0.94,20.0,36.4,60.93,0.429,40.0,159.1,23.2,1.65,1.097,50,100,0,0,0,0,0
2023-05-26,Mizoram,Rural,Stream,Pre-Monsoon,6.64,8.22,428.3,7.18,1.81,7.9,15.2,9.32,0.221,4.8,107.0,27.7,0.97,1.642,500,40,0,0,0,0,0
2024-12-08,Assam,Rural,Stream,Pre-Monsoon,6.16,4.71,425.3,7.24,0.5,34.4,91.9,7.67,0.067,25.7,98.5,31.3,0.43,3.087,2000,60,0,0,0,0,0
2023-03-19,Mizoram,Rural,Well,Pre-Monsoon,6.6,4.69,108.6,4.88,0.89,18.1,32.2,19.01,0.322,56.3,155.1,25.7,7.81,1.908,200,40,0,0,0,0,0
2024-11-18,Nagaland,Rural,Hand Pump,Pre-Monsoon,6.83,2.9,536.8,5.54,3.68,27.1,67.6,32.62,0.435,84.1,149.5,27.2,19.35,1.83,100,40,0,0,0,0,0
2024-07-03,Assam,Rural,Rainwater,Monsoon,5.78,27.95,427.7,6.01,2.27,327.9,780.3,5.56,1.331,76.9,37.2,25.8,18.26,0.012,200,40,1,1,1,1,1
2024-09-20,Tripura,Urban,Stream,Winter,7.16,9.86,531.3,10.4,10.98,27.3,50.6,3.54,0.656,56.9,33.8,17.1,5.37,1.365,100,60,0,0,0,0,0
2024-11-13,Manipur,Rural,Well,Pre-Monsoon,7.51,2.58,50.0,4.35,0.5,29.2,81.2,24.62,0.212,21.0,101.1,28.4,3.53,0.436,100,60,0,0,0,0,0
2024-04-08,Nagaland,Rural,Stream,Monsoon,6.48,19.73,91.0,7.48,1.03,7.9,14.4,32.49,0.129,52.4,95.3,25.0,3.91,0.079,500,40,0,1,0,1,1
2023-03-06,Meghalaya,Rural,River,Monsoon,6.02,40.66,429.7,4.9,1.97,129.8,196.5,10.53,0.27,35.8,113.2,23.4,3.07,2.237,500,60,1,0,0,1,1
2023-12-03,Arunachal Pradesh,Rural,River,Pre-Monsoon,7.81,13.97,436.2,6.86,6.19,2.7,5.6,16.7,0.829,61.0,128.1,27.6,5.32,0.361,200,100,0,0,0,0,0
2023-12-17,Tripura,Rural,Spring,Post-Monsoon,4.91,2.14,392.8,7.18,1.08,13.8,24.7,8.1,0.898,37.6,95.4,21.2,1.94,1.7,1000,40,0,0,0,0,0
2024-11-23,Tripura,Rural,Well,Monsoon,7.42,4.19,406.6,4.38,1.64,32.4,66.5,10.59,0.349,10.6,194.5,25.5,1.66,0.02,50,80,0,0,0,0,0
2023-10-20,Assam,Rural,River,Pre-Monsoon,7.1,8.12,50.0,5.87,1.29,177.3,292.1,38.09,0.883,36.5,99.8,30.9,5.8,0.111,500,20,1,1,0,1,1
2023-09-17,Arunachal Pradesh,Rural,Well,Winter,5.9,15.77,217.8,4.23,2.48,33.9,60.7,6.37,0.758,28.9,132.1,20.5,9.14,0.619,500,40,0,0,0,0,0
2023-06-24,Assam,Rural,Hand Pump,Pre-Monsoon,6.3,3.48,730.9,6.6,0.61,34.0,91.8,5.23,0.01,16.9,160.2,26.5,14.81,0.518,2000,60,0,0,0,0,0
2023-10-22,Tripura,Rural,River,Winter,8.71,2.32,433.9,8.11,0.71,10.0,26.1,8.46,0.993,30.0,102.5,18.3,16.56,1.104,500,100,0,0,0,0,0
2023-09-26,Mizoram,Rural,River,Monsoon,7.42,57.09,172.3,6.13,0.69,2.0,3.7,7.77,0.026,1.0,50.9,23.4,5.86,0.347,1000,20,0,0,0,1,1
2023-05-04,Assam,Rural,River,Pre-Monsoon,6.71,11.26,270.6,5.96,3.47,74.8,222.3,16.84,0.529,1.0,10.0,29.4,2.8,0.287,200,80,0,0,0,1,1
2023-06-23,Tripura,Rural,Hand Pump,Monsoon,5.92,17.75,535.7,4.75,0.9,41.3,105.2,17.21,0.631,50.0,31.3,23.2,4.01,1.706,200,40,0,0,0,0,0
2023-02-18,Assam,Rural,Spring,Monsoon,7.01,17.38,374.7,5.46,1.69,114.0,274.4,13.95,1.208,50.4,72.7,27.1,10.9,0.912,100,80,1,1,0,0,1
2023-12-03,Manipur,Rural,Stream,Pre-Monsoon,7.32,7.1,389.8,5.52,6.93,32.0,93.1,41.38,0.137,68.4,141.4,25.7,5.61,0.502,1000,80,0,0,0,0,0
2024-07-06,Tripura,Rural,River,Monsoon,5.49,7.42,758.5,8.61,0.5,13.7,23.4,22.06,0.346,81.4,127.0,26.9,6.79,0.143,500,20,0,0,0,0,0
2024-02-18,Arunachal Pradesh,Rural,Stream,Pre-Monsoon,5.25,0.33,283.2,8.42,1.86,74.7,123.0,5.05,0.451,1.0,276.6,28.1,17.9,0.782,100,40,0,1,0,1,1
2023-07-01,Arunachal Pradesh,Rural,Hand Pump,Pre-Monsoon,6.82,10.49,455.0,6.99,0.5,145.3,283.3,16.22,0.606,43.5,102.9,29.3,8.41,0.825,50,60,0,0,0,0,0
2024-05-07,Nagaland,Rural,River,Pre-Monsoon,5.52,13.44,405.5,5.74,0.75,82.9,218.1,13.55,0.209,51.3,39.7,28.4,3.3,0.099,100,40,0,0,0,1,1
2024-11-22,Manipur,Rural,Well,Monsoon,6.03,21.86,319.0,4.84,0.98,62.3,130.4,10.82,0.198,38.5,164.1,24.2,23.83,0.938,200,100,1,1,0,1,1
2023-07-23,Tripura,Rural,River,Pre-Monsoon,6.64,1.29,465.6,4.86,7.9,169.5,290.5,34.06,0.578,35.8,91.2,25.7,2.55,1.114,1000,60,0,0,0,0,0
2024-11-20,Meghalaya,Rural,Hand Pump,Winter,6.69,0.11,432.7,5.56,0.52,29.2,66.0,26.52,0.531,70.6,165.9,26.2,1.65,0.108,200,40,0,0,0,0,0
2023-11-05,Nagaland,Rural,River,Monsoon,8.01,63.97,309.4,4.21,4.75,125.4,335.8,18.08,0.19,39.0,10.0,24.1,14.69,1.046,100,60,1,1,1,1,1
2023-03-20,Arunachal Pradesh,Rural,River,Monsoon,5.96,56.85,538.6,7.98,3.18,131.4,267.1,5.42,1.061,76.2,46.6,24.6,2.79,0.518,100,60,1,0,1,1,1
2024-04-15,Meghalaya,Urban,Stream,Post-Monsoon,7.58,3.16,215.1,9.76,6.33,39.9,94.9,12.23,0.989,14.9,158.5,29.2,3.84,0.259,200,20,0,0,0,0,0
2024-06-11,Meghalaya,Rural,Hand Pump,Pre-Monsoon,6.16,8.33,710.4,4.44,1.07,31.1,83.1,35.45,0.119,6.3,106.3,32.6,7.43,0.183,200,60,0,0,0,0,0
2024-12-22,Meghalaya,Rural,River,Monsoon,5.89,34.61,176.4,7.95,2.78,260.7,769.5,9.91,0.487,4.6,123.0,23.6,0.19,1.713,50,40,1,1,1,1,1
2023-12-15,Meghalaya,Urban,Spring,Pre-Monsoon,7.02,1.86,522.3,7.03,0.59,6.6,18.1,3.45,1.012,23.1,22.0,22.4,3.17,1.108,50,80,0,0,0,0,0
2023-11-23,Assam,Rural,Stream,Winter,6.11,15.19,50.9,5.29,0.5,37.5,63.0,11.57,1.369,20.8,132.2,19.0,6.32,0.572,2000,20,0,0,0,0,0
2023-03-15,Tripura,Rural,Stream,Post-Monsoon,6.71,19.41,298.5,7.52,3.21,10.5,22.6,14.09,0.249,63.9,39.7,24.4,7.03,0.488,50,20,0,0,0,0,0
2024-01-16,Tripura,Rural,Pond,Post-Monsoon,7.05,12.74,181.7,1.67,0.55,78.3,223.5,16.59,0.657,20.6,36.6,29.9,4.51,0.848,200,100,0,0,0,0,0
2023-06-30,Nagaland,Rural,Stream,Monsoon,5.37,65.37,225.4,5.11,3.28,143.9,367.6,9.73,1.001,35.7,118.9,22.2,7.75,0.345,50,60,1,1,1,1,1
2024-02-13,Meghalaya,Rural,Rainwater,Monsoon,5.95,20.57,336.0,4.47,1.45,115.0,226.9,7.33,0.022,1.0,92.1,24.4,10.61,0.565,50,60,1,0,0,0,1
2024-11-11,Nagaland,Rural,Spring,Pre-Monsoon,5.64,6.25,322.7,8.96,3.09,38.0,85.4,6.2,0.268,23.0,22.5,28.6,19.15,0.021,200,40,0,0,0,0,0
2024-06-19,Arunachal Pradesh,Rural,Well,Monsoon,7.28,3.62,294.4,4.68,3.21,39.2,64.5,21.07,0.013,82.8,114.0,25.2,2.62,0.737,200,60,0,0,0,0,0
2024-01-04,Sikkim,Rural,Stream,Post-Monsoon,7.85,10.47,50.0,5.32,5.21,18.7,38.1,22.09,0.047,18.0,146.0,27.5,0.48,0.519,100,100,0,0,0,0,0
2024-12-03,Nagaland,Rural,River,Monsoon,5.55,78.58,117.8,4.7,2.0,19.7,36.3,21.06,0.354,51.0,158.9,23.8,7.21,0.553,100,60,0,0,0,1,1
2023-11-30,Assam,Rural,River,Monsoon,6.31,3.4,784.1,6.27,0.61,98.7,165.9,9.57,1.853,36.0,111.4,27.8,6.95,2.56,100,40,0,1,1,1,1
2023-11-27,Sikkim,Rural,Spring,Monsoon,5.91,0.42,406.1,4.53,1.85,15.3,26.6,10.6,1.087,9.9,145.8,23.2,3.13,1.189,5000,60,0,0,0,0,0
2023-07-08,Manipur,Rural,Pond,Pre-Monsoon,6.6,2.89,403.9,1.54,0.5,34.0,56.2,80.13,0.507,99.8,59.2,23.5,1.28,0.053,100,20,0,1,1,0,1
2024-07-12,Meghalaya,Rural,River,Monsoon,6.26,15.09,207.3,7.08,1.06,451.5,994.9,13.05,0.095,21.9,209.7,26.7,19.98,0.73,100,60,1,1,1,1,1
2024-06-16,Assam,Rural,Hand Pump,Monsoon,6.33,18.4,497.8,5.63,0.66,0.4,0.8,14.1,0.135,52.7,140.7,25.0,3.86,0.54,200,40,0,0,0,1,1
2023-09-04,Assam,Rural,Spring,Monsoon,7.08,0.44,233.2,9.69,0.5,242.3,552.7,13.71,0.399,36.8,126.3,25.5,14.74,0.962,200,80,1,0,1,1,1
2023-07-07,Assam,Rural,Hand Pump,Monsoon,5.97,7.62,242.4,3.8,0.5,39.1,111.6,12.33,0.285,22.7,85.5,23.7,4.45,5.0,50,60,0,0,0,0,0
2023-06-28,Assam,Rural,River,Monsoon,6.76,6.15,409.5,8.29,9.6,137.2,299.2,9.97,0.073,7.7,60.4,21.9,4.02,1.896,100,80,1,0,1,0,1
2024-10-03,Arunachal Pradesh,Rural,River,Winter,7.78,1.52,318.8,5.11,8.78,168.7,296.4,8.09,0.461,1.7,158.5,16.9,3.71,0.986,100,20,1,0,0,0,1
2023-03-31,Tripura,Rural,River,Monsoon,7.39,3.67,175.6,5.71,3.37,106.8,168.2,10.94,0.104,1.0,79.6,21.7,0.17,1.31,100,80,1,0,0,1,1
2023-08-17,Manipur,Rural,River,Pre-Monsoon,7.18,1.07,377.8,5.79,4.41,38.5,90.5,12.49,4.0,1.0,19.4,32.3,1.13,1.495,100,80,0,0,0,0,0
2023-03-28,Mizoram,Urban,River,Pre-Monsoon,5.88,5.21,506.2,3.74,7.25,9.2,17.4,8.56,0.924,43.9,113.7,22.6,5.35,1.612,500,20,0,0,0,1,1
2023-11-13,Mizoram,Rural,River,Pre-Monsoon,6.02,2.13,383.1,5.54,3.56,78.0,211.1,24.99,0.413,71.4,93.7,30.6,11.79,1.029,100,60,0,0,0,1,1
2023-05-16,Arunachal Pradesh,Rural,Stream,Winter,6.31,29.98,430.6,10.94,13.11,45.0,74.9,9.07,0.218,104.9,50.2,23.1,1.32,0.976,200,40,0,0,0,0,0
2024-10-07,Sikkim,Rural,Spring,Post-Monsoon,6.1,5.62,398.9,7.11,1.28,155.3,256.4,7.02,0.315,38.1,122.5,23.7,5.45,0.045,2000,20,1,0,0,1,1
2024-07-28,Meghalaya,Rural,Pond,Post-Monsoon,7.79,4.61,599.0,3.86,0.82,63.3,132.4,19.79,0.347,133.5,120.2,31.3,4.27,0.658,200,40,0,0,1,0,1
2023-09-02,Sikkim,Rural,Pond,Monsoon,6.9,7.06,585.7,4.22,4.38,90.1,215.6,25.86,0.393,53.1,58.2,25.9,3.72,0.376,500,60,1,0,1,0,1
2023-07-30,Manipur,Rural,Stream,Post-Monsoon,7.13,11.61,324.3,7.59,1.07,83.1,193.4,8.26,0.334,49.6,10.0,28.8,5.68,3.179,500,100,0,0,0,0,0
2023-07-15,Assam,Rural,River,Post-Monsoon,5.98,12.85,82.6,3.75,0.62,8.0,13.8,14.27,0.592,42.9,165.4,25.1,13.17,0.569,2000,40,0,0,0,0,0
